item_id,cpse,cluster_id,raw_description,location,stock_qty,unit_price_inr,target_unspsc
BPCL-100663,BPCL,221,GASKET SPIRAL WOUND 50NB 600LBS 316SS RAISED FACE,Kochi Refinery,14,5294,31181504
ONGC-100664,ONGC,222,VALVE-BALL-RF-8IN-CL600-SS316,Ankleshwar,28,45216,40141607
IOCL-100665,IOCL,222,"VALVE BALL, 8"", 600#, AISI 316, FLGD RF",Paradip,15,45823,40141607
BPCL-100666,BPCL,222,VALVE BALL 200NB 600LBS 316SS RAISED FACE,Bina Refinery,34,46797,40141607
ONGC-100667,ONGC,223,VALVE-GLOBE-RF-2IN-CL300-A105,Ankleshwar,9,51497,40141612
IOCL-100668,IOCL,223,"VALVE GLOBE, 2"", 300#, ASTM A105, FLGD RF",Gujarat Refinery,150,51574,40141612
BPCL-100669,BPCL,223,VALVE GLOBE 50NB 300LBS FORGED CS RAISED FACE,Mumbai Refinery,12,52302,40141612
ONGC-100670,ONGC,224,VALVE-GATE-RF-1IN-CL600-SS304,Mumbai High Offshore,129,62441,40141611
IOCL-100671,IOCL,224,"VALVE GATE, 1"", 600#, 304SS, FLGD RF",Gujarat Refinery,81,62891,40141611
BPCL-100672,BPCL,224,VALVE GATE 25NB 600LBS SS304 RAISED FACE,Mumbai Refinery,39,61586,40141611
ONGC-100673,ONGC,225,VALVE-GATE-RF-2IN-CL300-A105,Ankleshwar,6,59248,40141611
IOCL-100674,IOCL,225,"VALVE GATE, 2"", 300#, ASTM A105, FLGD RF",Paradip,136,59958,40141611
BPCL-100675,BPCL,225,VALVE GATE 50NB 300LBS FORGED CS RAISED FACE,Bina Refinery,91,58419,40141611
ONGC-100676,ONGC,226,GASKET-SPIRAL-WOUND-BW-6IN-CL150-SS304,Ankleshwar,130,5058,31181504
IOCL-100677,IOCL,226,"GASKET SPIRAL WOUND, 6"", 150#, 304SS, BW ENDS",Mathura Refinery,60,4192,31181504
BPCL-100678,BPCL,226,GASKET SPIRAL WOUND 150MM 150LBS SS304 BUTTWELD,Bina Refinery,71,4102,31181504
ONGC-100679,ONGC,227,VALVE-CHECK-BW-3IN-CL600-WCB,Ankleshwar,25,38715,40141604
IOCL-100680,IOCL,227,"VALVE CHECK, 3"", 600#, ASTM A216 WCB, BW ENDS",Gujarat Refinery,139,37023,40141604
BPCL-100681,BPCL,227,VALVE CHECK DN80 600LBS CAST CS BUTTWELD,Mumbai Refinery,100,38572,40141604
ONGC-100682,ONGC,228,GASKET-SPIRAL-WOUND-RF-3IN-CL800-SS304,Ankleshwar,143,5159,31181504
IOCL-100683,IOCL,228,"GASKET SPIRAL WOUND, 3"", 800#, 304SS, FLGD RF",Gujarat Refinery,145,3424,31181504
BPCL-100684,BPCL,228,GASKET SPIRAL WOUND DN80 800LB SS304 RAISED FACE,Kochi Refinery,122,5530,31181504
ONGC-100685,ONGC,229,GASKET-SPIRAL-WOUND-BW-4IN-CL800-SS316,Uran Trombay,60,6008,31181504
IOCL-100686,IOCL,229,"GASKET SPIRAL WOUND, 4"", 800#, AISI 316, BW ENDS",Panipat Refinery,114,6153,31181504
BPCL-100687,BPCL,229,GASKET SPIRAL WOUND 100NB 800LB 316SS BUTTWELD,Mumbai Refinery,126,1649,31181504
ONGC-100688,ONGC,230,GASKET-SPIRAL-WOUND-BW-1/2IN-CL800-SS304,Uran Trombay,132,6091,31181504
IOCL-100689,IOCL,230,"GASKET SPIRAL WOUND, 1/2"", 800#, 304SS, BW ENDS",Paradip,135,4751,31181504
BPCL-100690,BPCL,230,GASKET SPIRAL WOUND DN15 800LB SS304 BUTTWELD,Kochi Refinery,95,3519,31181504
ONGC-100691,ONGC,231,VALVE-GLOBE-BW-1/2IN-CL800-WCB,Mumbai High Offshore,83,51006,40141612
IOCL-100692,IOCL,231,"VALVE GLOBE, 1/2"", 800#, ASTM A216 WCB, BW ENDS",Mathura Refinery,138,53492,40141612
BPCL-100693,BPCL,231,VALVE GLOBE DN15 800LB CAST CS BUTTWELD,Kochi Refinery,122,50546,40141612
ONGC-100694,ONGC,232,VALVE-GLOBE-BW-1/2IN-CL300-A105,Uran Trombay,104,52807,40141612
IOCL-100695,IOCL,232,"VALVE GLOBE, 1/2"", 300#, ASTM A105, BW ENDS",Panipat Refinery,131,54678,40141612
BPCL-100696,BPCL,232,VALVE GLOBE DN15 300LBS FORGED CS BUTTWELD,Kochi Refinery,61,50803,40141612
ONGC-100697,ONGC,233,VALVE-CHECK-RF-8IN-CL600-SS316,Hazira Plant,81,40363,40141604
IOCL-100698,IOCL,233,"VALVE CHECK, 8"", 600#, AISI 316, FLGD RF",Paradip,35,37787,40141604
BPCL-100699,BPCL,233,VALVE CHECK 200NB 600LBS 316SS RAISED FACE,Kochi Refinery,61,40226,40141604
ONGC-100700,ONGC,234,FLANGE-WELD-NECK-BW-1IN-CL300-WCB,Ankleshwar,18,12038,40173308
IOCL-100701,IOCL,234,"FLANGE WELD NECK, 1"", 300#, ASTM A216 WCB, BW ENDS",Mathura Refinery,38,13213,40173308
BPCL-100702,BPCL,234,FLANGE WELD NECK 25NB 300LBS CAST CS BUTTWELD,Bina Refinery,66,11962,40173308
ONGC-100703,ONGC,235,VALVE-GLOBE-RF-6IN-CL150-A105,Uran Trombay,77,51096,40141612
IOCL-100704,IOCL,235,"VALVE GLOBE, 6"", 150#, ASTM A105, FLGD RF",Panipat Refinery,109,50296,40141612
BPCL-100705,BPCL,235,VALVE GLOBE 150MM 150LBS FORGED CS RAISED FACE,Bina Refinery,24,53651,40141612
ONGC-100706,ONGC,236,VALVE-GLOBE-BW-2IN-CL150-SS304,Mumbai High Offshore,124,51697,40141612
IOCL-100707,IOCL,236,"VALVE GLOBE, 2"", 150#, 304SS, BW ENDS",Mathura Refinery,111,52446,40141612
BPCL-100708,BPCL,236,VALVE GLOBE 50NB 150LBS SS304 BUTTWELD,Bina Refinery,106,51179,40141612
ONGC-100709,ONGC,237,FLANGE-WELD-NECK-BW-3IN-CL600-SS304,Ankleshwar,103,12547,40173308
IOCL-100710,IOCL,237,"FLANGE WELD NECK, 3"", 600#, 304SS, BW ENDS",Mathura Refinery,45,11611,40173308
BPCL-100711,BPCL,237,FLANGE WELD NECK DN80 600LBS SS304 BUTTWELD,Kochi Refinery,0,12670,40173308
ONGC-100712,ONGC,238,VALVE-GLOBE-BW-1IN-CL150-SS316,Ankleshwar,97,54532,40141612
IOCL-100713,IOCL,238,"VALVE GLOBE, 1"", 150#, AISI 316, BW ENDS",Gujarat Refinery,73,50911,40141612
BPCL-100714,BPCL,238,VALVE GLOBE 25NB 150LBS 316SS BUTTWELD,Mumbai Refinery,19,51531,40141612
ONGC-100715,ONGC,239,GASKET-SPIRAL-WOUND-BW-1IN-CL150-SS304,Ankleshwar,147,3484,31181504
IOCL-100716,IOCL,239,"GASKET SPIRAL WOUND, 1"", 150#, 304SS, BW ENDS",Mathura Refinery,128,4904,31181504
BPCL-100717,BPCL,239,GASKET SPIRAL WOUND 25NB 150LBS SS304 BUTTWELD,Bina Refinery,125,2354,31181504
ONGC-100718,ONGC,240,VALVE-CHECK-RF-6IN-CL800-A105,Mumbai High Offshore,30,36774,40141604
IOCL-100719,IOCL,240,"VALVE CHECK, 6"", 800#, ASTM A105, FLGD RF",Gujarat Refinery,137,36846,40141604
BPCL-100720,BPCL,240,VALVE CHECK 150MM 800LB FORGED CS RAISED FACE,Mumbai Refinery,19,37932,40141604
ONGC-100721,ONGC,241,GASKET-SPIRAL-WOUND-RF-1/2IN-CL600-WCB,Uran Trombay,10,2299,31181504
IOCL-100722,IOCL,241,"GASKET SPIRAL WOUND, 1/2"", 600#, ASTM A216 WCB, FLGD RF",Paradip,94,1981,31181504
BPCL-100723,BPCL,241,GASKET SPIRAL WOUND DN15 600LBS CAST CS RAISED FACE,Bina Refinery,49,3831,31181504
ONGC-100724,ONGC,242,VALVE-GATE-BW-1/2IN-CL300-A105,Ankleshwar,126,58937,40141611
IOCL-100725,IOCL,242,"VALVE GATE, 1/2"", 300#, ASTM A105, BW ENDS",Mathura Refinery,117,61101,40141611
BPCL-100726,BPCL,242,VALVE GATE DN15 300LBS FORGED CS BUTTWELD,Kochi Refinery,106,58063,40141611
ONGC-100727,ONGC,243,FLANGE-WELD-NECK-RF-2IN-CL150-A105,Uran Trombay,90,14440,40173308
IOCL-100728,IOCL,243,"FLANGE WELD NECK, 2"", 150#, ASTM A105, FLGD RF",Panipat Refinery,21,11837,40173308
BPCL-100729,BPCL,243,FLANGE WELD NECK 50NB 150LBS FORGED CS RAISED FACE,Mumbai Refinery,70,11873,40173308
ONGC-100730,ONGC,244,FLANGE-WELD-NECK-BW-2IN-CL300-WCB,Mumbai High Offshore,33,11594,40173308
IOCL-100731,IOCL,244,"FLANGE WELD NECK, 2"", 300#, ASTM A216 WCB, BW ENDS",Paradip,55,12356,40173308
BPCL-100732,BPCL,244,FLANGE WELD NECK 50NB 300LBS CAST CS BUTTWELD,Kochi Refinery,20,12228,40173308
ONGC-100733,ONGC,245,VALVE-CHECK-BW-8IN-CL150-A105,Hazira Plant,116,38377,40141604
IOCL-100734,IOCL,245,"VALVE CHECK, 8"", 150#, ASTM A105, BW ENDS",Gujarat Refinery,124,39060,40141604
BPCL-100735,BPCL,245,VALVE CHECK 200NB 150LBS FORGED CS BUTTWELD,Bina Refinery,52,40499,40141604
ONGC-100736,ONGC,246,GASKET-SPIRAL-WOUND-BW-3IN-CL800-SS316,Hazira Plant,79,5647,31181504
IOCL-100737,IOCL,246,"GASKET SPIRAL WOUND, 3"", 800#, AISI 316, BW ENDS",Mathura Refinery,27,5572,31181504
BPCL-100738,BPCL,246,GASKET SPIRAL WOUND DN80 800LB 316SS BUTTWELD,Bina Refinery,110,2990,31181504
ONGC-100739,ONGC,247,VALVE-CHECK-RF-8IN-CL800-WCB,Mumbai High Offshore,22,36286,40141604
IOCL-100740,IOCL,247,"VALVE CHECK, 8"", 800#, ASTM A216 WCB, FLGD RF",Gujarat Refinery,40,39182,40141604
BPCL-100741,BPCL,247,VALVE CHECK 200NB 800LB CAST CS RAISED FACE,Kochi Refinery,53,40997,40141604
ONGC-100742,ONGC,248,VALVE-GATE-RF-2IN-CL800-A105,Hazira Plant,81,59326,40141611
IOCL-100743,IOCL,248,"VALVE GATE, 2"", 800#, ASTM A105, FLGD RF",Mathura Refinery,72,62929,40141611
BPCL-100744,BPCL,248,VALVE GATE 50NB 800LB FORGED CS RAISED FACE,Bina Refinery,148,58712,40141611
ONGC-100745,ONGC,249,FLANGE-WELD-NECK-RF-2IN-CL150-WCB,Uran Trombay,105,12447,40173308
IOCL-100746,IOCL,249,"FLANGE WELD NECK, 2"", 150#, ASTM A216 WCB, FLGD RF",Gujarat Refinery,1,12066,40173308
BPCL-100747,BPCL,249,FLANGE WELD NECK 50NB 150LBS CAST CS RAISED FACE,Mumbai Refinery,45,11420,40173308
ONGC-100748,ONGC,250,GASKET-SPIRAL-WOUND-BW-4IN-CL300-A105,Mumbai High Offshore,3,4319,31181504
IOCL-100749,IOCL,250,"GASKET SPIRAL WOUND, 4"", 300#, ASTM A105, BW ENDS",Paradip,103,2061,31181504
BPCL-100750,BPCL,250,GASKET SPIRAL WOUND 100NB 300LBS FORGED CS BUTTWELD,Kochi Refinery,110,2227,31181504
